project_scale_tier,project_complexity_tier,planned_budget,planned_duration,scope_variability_index,stakeholder_multiplicity_index,financial_uncertainty,technical_uncertainty,environmental_uncertainty,planning_maturity_score,contract_type,contingency_buffer_ratio,team_experience_score,supplier_dependency_index,regulatory_complexity_score,cost_overrun_pct,schedule_overrun_pct
small,moderate,804368.2271941074,99.3650202338496,0.5053772419763585,0.2364408916436039,0.35739859147302155,0.7182899881947479,0.5730693006500326,0.8863836398109747,hybrid_other,0.16048137181714847,0.5483418504887594,0.40798293792598683,0.5978774463261497,-0.08638199004264706,-0.07875825327301038
large,high,38259016.43441211,449.35032801490144,0.41201715047347587,0.8210444955441804,0.7263475009390072,0.567855907715344,0.2898552796611159,0.3999380745766344,cost_reimbursable,0.1922991244132578,0.7845731928646001,0.31879243745433383,0.38736480299052256,0.22177359572026362,0.26772349765842013
large,low,12321577.819520203,353.428161246368,0.17444704211937112,0.617442815521966,0.2502336574354396,0.4185227994515199,,0.8767547645346279,cost_reimbursable,0.1707118508339473,0.7395306532857802,0.06335702610148528,0.5435413875437486,-0.026965193456627675,-0.007196499488465402
medium,high,6877176.024363586,174.0407101927124,0.41391712023210503,0.6991411924240767,0.6191690984711761,0.5335778311774664,0.4100857084073465,0.6722895997228923,fixed_price,0.3421034624959075,0.7006861604800251,0.4138101432966185,0.18185513512758628,0.04066144311767744,0.08677076699579116
medium,low,5806646.151745523,254.18481804563885,0.26003876926740643,0.06296658835362459,0.001110788098962881,0.055234744070921896,0.5444209939037412,0.999999,fixed_price,0.07914062800699963,0.8544205824813679,0.35551271126784,0.290120936251422,-0.15000000000000002,-0.1799999999999999
small,moderate,670504.2268604725,74.27058734718145,0.25612713154972716,0.3582303343237789,0.5093056306959054,,0.3901508598010265,,target_cost,0.17191688358481336,0.5593065910867495,0.09440851506517375,0.5153363684414031,-0.14999999999999997,-0.1784397052349124
small,low,2427322.963729594,100.7327912177408,0.5450044001365176,0.2705948530025254,0.6008202946026909,1e-06,1e-06,0.7769065325768763,fixed_price,0.2734273249891925,,0.3599614275079775,0.4598573497771584,-0.1468984613044546,-0.14952882795863795
large,moderate,24212515.035063278,296.7412493256257,0.15726960219225944,0.08688916380301463,0.6108506848182028,0.2664594802457108,0.053533177130909215,0.696717049283902,fixed_price,0.05807897417033118,0.7641375152122113,0.4613030450999362,0.2652975738621332,-0.0455929092634791,-0.009067560228862716
medium,moderate,2442207.0127558527,147.06801707140525,0.27180034841193756,0.11322546568115956,0.7716978574453229,0.5287961767060396,0.5964503203702952,0.6815249373057906,fixed_price,0.4056409310830107,0.7928783531739365,0.2220127490795092,0.5929138759455111,-0.04224155660748446,-0.0696784503968559
small,moderate,3068119.5491989926,85.12134233922583,0.07904003885757607,0.2034902750718401,0.3790274897204695,0.7234321059962959,0.44428383481026634,0.8374356143593608,hybrid_other,0.24920198642604974,0.6578055158426452,0.4114897250659034,0.4623623995051047,-0.12269522541811108,-0.10116328480157373
small,high,4181594.5897381753,102.42668712760981,0.5196323514883439,0.41125185135420134,0.27927796618910533,0.2646033340093837,,0.3707788643582682,fixed_price,0.03219561393933813,0.6307770154962866,0.18999419150175795,0.34173874949002236,-0.01164009477703672,0.045683116102003284
medium,moderate,15789641.125206513,166.2949465848646,0.16499984880053084,0.2933397262916834,0.5717129017864624,0.1956975408945757,0.5122851228226247,0.3112309960288011,fixed_price,0.36280846059551747,0.8915393779746564,0.3545738623461421,0.43687935250328536,0.06428194530149689,0.06445115683649578
small,moderate,2389649.71197458,65.40697753999771,0.2759508494804014,0.6267572848471967,0.026670919622289502,0.29358464940620044,0.2872171730446392,0.6944922015517989,target_cost,0.1743728940326609,0.6563440014741005,0.6943253578293398,0.4530554143428362,-0.028067507573843034,-0.07511553961321134
large,moderate,30218057.43776946,411.8743651789551,0.5188517761073642,0.05537777411877347,0.24601372724041928,0.5668304198638788,0.1962643096609927,,hybrid_other,0.17150886633804918,0.8137941153146165,0.17430809145417125,0.2180508924999209,0.06486451701652056,0.10074167373872539
medium,high,14514249.411380721,110.9906448237624,0.3106856106423706,0.694425041860768,0.5319978494564537,0.5089117011319555,0.32701196749435957,0.689115863503023,target_cost,0.1164852071086592,0.5550643164588812,0.3881361569456984,0.21181922342604978,-0.04768897255382642,-0.008488006282306391
medium,high,17449812.5489911,150.31102121501957,0.5802560492225687,0.2477838222388989,,0.29472598209691697,0.5996428502280475,0.5918811480615805,fixed_price,0.10896674684718896,0.5981082989327038,0.3119482900230571,0.3365805820398621,0.003230889903866097,0.048549414988466134
medium,low,13117473.1216446,145.74926916489304,0.08794513324670093,0.15824823184422035,0.3957864113949745,0.0326660563698315,0.042342186547163985,0.845446366018505,target_cost,0.04897087460055406,0.5500557070446901,0.15937655293396955,0.4351879654401324,-0.09010161796433842,-0.1361898746830059
medium,moderate,4458845.557321251,189.28265842477404,0.09792690338499122,0.5232214129481586,0.22727372636022125,0.11414991389146024,0.43931881720482785,0.5841301537221305,fixed_price,0.041182414081755166,0.36778408704406435,0.06430017333135486,0.6412729536861885,-0.049790688765064144,-0.05577895124686646
medium,moderate,8232551.334427108,70.27094574984291,0.11554148577825243,0.23103467507362566,0.28966322673688794,0.15781807575918813,0.6229990980698475,0.765124861258672,cost_reimbursable,0.35436553817070154,0.8003749821638455,0.16602459301646605,0.3693534494493024,-0.06049791404439042,-0.05435942987211358
medium,high,9143450.558803562,234.24414496004832,0.26340693674917715,0.32232130210061755,,0.1738510054297065,0.4063062536036044,0.416840144064854,fixed_price,0.057659179590992475,0.5792395786260502,0.06755339137261432,0.3931116530808176,0.003272036578447262,0.019639462694574384
small,low,773746.1878840396,75.88384841919297,0.20676306923237142,0.17800782424151645,0.013862251492462133,0.25683927130076767,0.16134738162311885,0.5110575007702595,fixed_price,0.2128666932286455,0.6142551915311476,0.4573246466100477,0.4612302714379947,-0.15000000000000008,-0.15948348289934403
medium,low,9286455.911454761,267.19676055319104,0.4132052635063016,0.22336600540551038,0.33118343312744714,0.3450383220645828,0.10558078385027131,0.5834729847991846,cost_reimbursable,0.19658036278713628,0.5920646984824539,0.31125683847735613,0.424485762475636,0.03639772513655437,0.1288526076138742
small,low,6465272.695062478,82.16537874539374,0.0569076395959586,0.354546454040638,0.1648743596723583,0.2631788868665058,0.4106325894350123,0.9878603060211086,fixed_price,0.11344437176694948,0.8638101248755183,0.060487287304825804,0.22631811501886,-0.14999999999999997,-0.18000000000000002
medium,moderate,10147793.049025502,160.84844169618418,0.4857353602576806,0.5517964923771531,,0.6266254337291479,0.36231882137966737,0.26689156270709957,target_cost,0.3820835583792713,0.27839248326438865,0.24216317998023668,0.272121882009692,0.08697934033414084,0.15540730030750027
small,high,4265947.205745255,213.90124061055178,0.11123476750013656,0.2993208275655321,0.4219870333772658,0.6174265343710074,0.18713115891237536,0.4819058993248247,fixed_price,0.11434666047339395,0.6255425913370908,0.30445376737062313,0.44172711894999755,-0.05187372855932004,-0.011744507897030649
small,moderate,2180610.9758869396,89.03813102685258,0.3765622519765201,0.5743906712570072,0.28776055225326763,0.6994810787007897,0.28272461843277186,0.9036909230503283,cost_reimbursable,0.15304504206167052,0.874349724039163,0.7228188613730558,0.38369164520177074,0.068826497182846,-0.046550945131987174
small,low,1908687.6536338874,163.2919909671285,0.0655982875434934,0.3689633001417402,0.20229769812769827,0.03058688770946663,0.24707147787550104,0.8179754530505614,cost_reimbursable,0.10473605110778347,0.6613025264897262,0.17889396182689754,0.4034214805077247,-0.10810831831573255,-0.12307140519702973
medium,moderate,,166.6037159699886,0.24284134284884823,0.1250455804024161,0.5788694115209316,0.012732264195276774,0.12442188621119563,0.8544831527799984,target_cost,,0.7213628373419011,0.30304915922523384,0.38577131056700664,-0.15,-0.13141084080472307
small,moderate,1297266.7940712476,117.4681851355993,0.23340855068644772,0.31685009488885363,0.5211969713405856,0.29793189202005915,0.1841658727472667,0.7635073844320366,cost_reimbursable,0.15083255562926373,0.9012287467868224,,0.8174746729886269,-0.03181256933281803,-0.02321065239544493
large,high,17873628.255313367,307.3488543278195,,0.6733001428090737,0.7171104124318597,0.37999381068828425,0.21424409441524717,0.8553236341694548,target_cost,0.16062319972035272,0.4930715086506874,0.3084832024563087,0.3128692949049771,0.044005169693150006,0.05957379606561649
medium,moderate,14054853.93284051,230.24423815440608,0.33815893977587064,0.4063487137663885,0.1388265837724749,0.05101007474706507,0.11081180107012069,0.6295601957489245,fixed_price,0.13275552547533673,0.7864410832005662,0.36316599672451455,0.9228074658333366,-0.028123616768695375,-0.03313882689534803
small,high,4047532.597711355,75.62503316215764,0.20089346625939536,0.5821307821674938,0.6978132596640998,0.303827235269154,0.42422159045500063,0.5602946077420285,cost_reimbursable,0.10262966354598588,0.4459998460842477,0.35375112278213927,0.3690049636569885,0.06858855673959845,0.0283917210203036
medium,moderate,8527319.937721545,110.6509432172914,0.313482958970138,0.398505104499573,0.07294256066436933,0.8101737554726015,0.2848896466461163,0.5484439955310656,cost_reimbursable,0.02500756455716783,0.569129341712684,0.6599724091756098,0.5358568601928926,0.049055129645271874,0.044452610828315406
small,low,3280017.7055129902,77.05885833767694,0.03586765301962222,0.593700702449647,0.18126073164189244,0.5166040907447222,1e-06,0.5644694954517488,fixed_price,0.26975419615039214,0.3698501700215554,0.4418986607651501,0.6039083850212209,-0.08963797022898132,-0.02992089152242345
large,high,28198541.442819037,311.0283764214645,0.2752863824386156,0.36158146178834893,0.361624716880957,0.341442594060086,0.4572546043817828,0.5543557755322759,fixed_price,0.19072891336141906,0.44335622638978284,0.4457282938421308,0.5965186452143463,0.0705203807205019,0.10740019602611822
medium,moderate,8681461.59285718,150.1556594629376,0.31771394844696343,0.39344883375747564,0.16928496200953122,0.7044931711650277,0.3845912412263496,0.7556278751197112,cost_reimbursable,0.09228973528843133,0.837576776264233,0.7571991121222936,0.4283883580762715,0.03318096774798251,0.06190497640138829
large,low,37479837.98074688,397.0689529381601,0.28778829796461847,0.4558969932136126,0.37390073350346864,0.21193645674091433,1e-06,0.5561422646690106,cost_reimbursable,0.24924612691820106,0.2617713800420437,0.3830814689437246,0.2926770463013564,0.1034796002074698,0.13309830670898587
small,low,3325272.698929291,167.6523818232137,1e-06,0.6021408443050671,0.0780345445555229,0.39617337977571904,0.25449650182272254,0.8250349111431377,target_cost,0.14233213862514008,0.5831481130544272,0.3895294373238096,0.498589512777589,-0.14639998903438378,-0.09687741099424092
medium,moderate,7595096.996036631,111.01492648460986,0.17465596970937752,0.2595788134562136,0.37466937376437087,0.6078824700173922,0.8497723323181501,0.7820415869535217,target_cost,0.351314458103381,0.4580420291494261,0.21378082720906436,0.30276008713800634,-0.09571588119740654,-0.08916868668800487
medium,moderate,15146563.576501084,122.29308298848966,0.08147403079144085,0.2106903474562511,0.32937280256890594,0.10399575741228484,0.5572422062419352,0.5739697303302975,cost_reimbursable,0.35274843200441197,0.8034882831131607,0.12914692133149305,0.37671983079091637,0.028939678934407374,-0.03043277882636277
large,high,34652993.649361216,168.25896193191377,0.7195940178948863,0.5133691138143701,0.39047123081514806,0.781177105917988,0.38020433732893866,0.6574862330350515,fixed_price,0.13296207619502395,0.5045817966215974,0.2861205737037655,0.6038316549745529,0.0857752163760435,0.11837443625944633
medium,moderate,10065012.124589415,369.49942946117517,0.12364529920529431,0.1632607586771425,0.3486619828489441,0.3071002113870387,0.13723454846479863,0.42589982653547603,fixed_price,0.06680831466059993,0.5109842974361264,0.10959492194186311,0.4078785900913369,0.00929333902879282,0.084870002792067
medium,moderate,,185.27992686334696,0.29199938925404395,0.09186173952801101,0.4103757924096274,0.2564291151766605,0.26912407230642443,0.7810851893160842,hybrid_other,0.35892513650738883,0.693226530768526,0.3048420586906391,0.33174807159972924,-0.05609689702344679,-0.08900223098294004
small,moderate,6092095.599882419,120.5326810292757,0.21927743450579174,0.28218874977734,0.5518103457863175,0.6093440079842111,0.11374060417788705,0.9003365474562852,target_cost,0.27991333774759614,0.4332811567368291,0.45059070043596716,0.47127983888869257,-0.0823263280183986,-0.13942507317093342
small,high,2531465.545695419,58.20182117925431,0.5606266075592474,0.6224741769890874,0.14775321604459335,0.6018799305947334,0.7095933568607977,0.5003253280720333,fixed_price,0.13183453895406408,0.35822218018044805,0.26305107236151604,0.23956014579125548,0.01862553438025986,0.011005550295662697
medium,moderate,10540743.729713187,163.9451637277585,0.059102452013208795,0.13558354047010673,0.07278755359149483,0.3443313547538288,0.17146528159519428,0.5931070272867153,target_cost,0.3130568662950688,0.4709742075792692,0.076290448667558,0.7251718137871215,-0.0698353844294078,-0.012093484756505554
medium,low,3152616.743488624,201.07926705284385,0.49617935893740334,0.23225450335732561,0.07834629142439195,0.4656462241172738,0.6158663303578615,0.5938156610741505,cost_reimbursable,0.268090607242342,0.6599308694989987,0.12499826882187293,0.13957445187870565,0.08973404722322315,-0.011416305631610635
small,low,1292637.0932247387,89.91789028941463,0.31568891711626734,0.18698183370707483,0.21243969158342535,0.12707825774674658,0.14137867157217207,0.8565363645473258,cost_reimbursable,0.10795874321539536,0.8761701194588732,0.405484148510856,0.1899957758561485,-0.1500000000000001,-0.15073527828197317
large,moderate,56159112.68102643,459.5658548066002,0.4172466042357394,0.8710635515004094,0.2608998765181853,0.6370587324966599,0.347047514295343,0.46491500204686786,hybrid_other,0.4245152453828736,0.7611085652870208,0.16319677449326284,0.4820601024228494,0.1403012924777245,0.25173192524934995
large,moderate,34249529.368491426,753.5025861600415,0.42952523178592344,0.11511899273201956,0.3035529461451921,0.1785416955330313,0.49104444175742107,0.7708408409575307,cost_reimbursable,0.1814554864399636,0.5569003435519634,0.592168664423911,0.5838382770941314,0.08031565496561076,0.10361302874106905
small,moderate,,68.11346170442299,0.27483658887590184,0.7485046657378799,0.6509931155079167,,0.33034677085886655,0.39598316343844564,hybrid_other,0.14682406668334924,0.5527166722914297,0.4546786413867965,0.10962214458942919,0.008459113288933994,0.04641993195097943
